GOUAUX-DE-LARBOUST,0.483333,42.8
ENS,0.35,42.8
TRAMEZAIGUES,0.291667,42.8
GERM,0.433333,42.8
LOUDENVIELLE,0.416667,42.8
FENOUILLET,2.38333,42.8
LESQUERDE,2.53333,42.8
GENOS,0.401944,42.8098
OGLIASTRO,9.3364,42.8098
OLCANI,9.37029,42.81
BENQUE-DESSOUS-ET-DESSUS,0.554722,42.8153
SISCO,9.43612,42.8159
BOUAN,1.65,42.8167
ALLIAT,1.58333,42.8167
GENAT,1.58333,42.8167
NIAUX,1.58333,42.8167
CAILLA,2.2,42.8167
ESPEZEL,2.01667,42.8167
GALINAGUES,2.05,42.8167
PUILAURENS,2.3,42.8167
COMUS,1.88333,42.8167
MARSA,2.15,42.8167
ROQUEFEUIL,2,42.8167
BELCAIRE,1.96667,42.8167
SAINT-AVENTIN,0.55,42.8167
GARIN,0.516667,42.8167
MOUSTAJON,0.6,42.8167
JUZET-DE-LUCHON,0.616667,42.8167
SODE,0.616667,42.8167
SACCOURVIELLE,0.566667,42.8167
CATHERVIELLE,0.516667,42.8167
POUBEAU,0.5,42.8167
JURVIELLE,0.483333,42.8167
BILLIERE,0.533333,42.8167
SAILHAN,0.333333,42.8167
AZET,0.35,42.8167
ESTENSAN,0.35,42.8167
CADEILHAN-TRACHERE,0.316667,42.8167
ARMENTEULE,0.416667,42.8167
LOUDERVIELLE,0.433333,42.8167
ESTARVIELLE,0.416667,42.8167
MONT,0.433333,42.8167
SAINT-LARY-SOULAN,0.316667,42.8167
SAINT-PAUL-DE-FENOUILLET,2.5,42.8167
CAUDIES-DE-FENOUILLEDES,2.38333,42.8167
MAURY,2.6,42.8167
TAUTAVEL,2.75,42.8167
ADERVIELLE-POUCHERGUES,0.403889,42.8189
CAZAUX-FRECHET-ANERAN-CAMORS,0.42,42.8303
SALSES-LE-CHATEAU,2.91889,42.8328
USSAT,1.61667,42.8333
ORNOLAC-USSAT-LES-BAINS,1.63333,42.8333
SAINT-MARTIN-LYS,2.23333,42.8333
JOUCOU,2.08333,42.8333
BELFORT-SUR-REBENTY,2.05,42.8333
QUIRBAJOU,2.18333,42.8333
SALLES-ET-PRATVIEL,0.6,42.8333
SAINT-PAUL-D'OUEIL,0.55,42.8333
ANTIGNAC,0.6,42.8333
MAYREGNE,0.55,42.8333
ARTIGUE,0.616667,42.8333
BOURISP,0.333333,42.8333
VIGNEC,0.316667,42.8333
AVAJAN,0.4,42.8333
VIELLE-AURE,0.333333,42.8333
CAMPARAN,0.35,42.8333
PRUGNANES,2.43333,42.8333
VIELLE-LOURON,0.403333,42.8339
CAZENAVE-SERRES-ET-ALLENS,1.6725,42.8403
GOURBIT,1.53333,42.8417
CANARI,9.33001,42.8456
PIETRACORBARA,9.42973,42.8464
RABAT-LES-TROIS-SEIGNEURS,1.56667,42.85
MERCUS-GARRABET,1.61667,42.85
ARNAVE,1.65,42.85
TARASCON-SUR-ARIEGE,1.6,42.85
ERCE,1.3,42.85
QUIE,1.6,42.85
BELVIS,2.08333,42.85
BELVIANES-ET-CAVIRAC,2.2,42.85
CUCUGNAN,2.6,42.85
